3.38,1,3.38,3,-2.1511,-5.9156,-24.2,8.4338,3.193,4.8803,-87.801,172.77,-80.089,-14.444,0.0098499,-9.7658,1,1
3.4,1,3.4,3,-2.0444,-5.6222,-23,8.3919,3.0776,4.4083,-88.083,172.77,-80.279,-13.753,-0.012586,-9.2348,1,1
3.42,1,3.42,3,-1.9378,-5.3289,-21.8,8.352,2.9681,3.9603,-88.351,172.77,-80.458,-13.056,-0.031628,-8.7121,1,1
3.44,1,3.44,3,-1.8311,-5.0356,-20.6,8.3143,2.8644,3.5363,-88.605,172.77,-80.627,-12.356,-0.047462,-8.1968,1,1
3.46,1,3.46,3,-1.7244,-4.7422,-19.4,8.2788,2.7667,3.1363,-88.846,172.77,-80.786,-11.651,-0.060276,-7.6884,1,1
3.48,1,3.48,3,-1.6178,-4.4489,-18.2,8.2454,2.6747,2.7603,-89.072,172.77,-80.935,-10.944,-0.070255,-7.1862,1,1
3.5,1,3.5,3,-1.5111,-4.1556,-17,8.2141,2.5887,2.4083,-89.283,172.77,-81.074,-10.233,-0.077583,-6.6897,1,1
3.52,1,3.52,3,-1.4044,-3.8622,-15.8,8.1849,2.5085,2.0803,-89.481,172.76,-81.202,-9.5193,-0.082444,-6.1983,1,1
3.54,1,3.54,3,-1.2978,-3.5689,-14.6,8.1579,2.4342,1.7763,-89.664,172.76,-81.321,-8.8036,-0.085018,-5.7114,1,1
3.56,1,3.56,3,-1.1911,-3.2756,-13.4,8.133,2.3658,1.4963,-89.833,172.76,-81.431,-8.0859,-0.085485,-5.2287,1,1
3.58,1,3.58,3,-1.0844,-2.9822,-12.2,8.1103,2.3032,1.2403,-89.987,172.76,-81.531,-7.3664,-0.084025,-4.7495,1,1
3.6,1,3.6,3,-0.97778,-2.6889,-11,8.0896,2.2465,1.0083,-90.128,172.76,-81.621,-6.6456,-0.080814,-4.2736,1,1
3.62,1,3.62,3,-0.87111,-2.3956,-9.8,8.0711,2.1956,0.80033,-90.253,172.76,-81.702,-5.9234,-0.076029,-3.8006,1,1
3.64,1,3.64,3,-0.76444,-2.1022,-8.6,8.0548,2.1507,0.61633,-90.365,172.75,-81.773,-5.2002,-0.069844,-3.3299,1,1
3.66,1,3.66,3,-0.65778,-1.8089,-7.4,8.0406,2.1115,0.45633,-90.461,172.75,-81.835,-4.4761,-0.062433,-2.8614,1,1
3.68,1,3.68,3,-0.55111,-1.5156,-6.2,8.0285,2.0783,0.32033,-90.544,172.75,-81.887,-3.7513,-0.053971,-2.3947,1,1
3.7,1,3.7,3,-0.44444,-1.2222,-5,8.0185,2.0509,0.20833,-90.611,172.75,-81.931,-3.026,-0.044627,-1.9294,1,1
3.72,1,3.72,3,-0.33778,-0.92889,-3.8,8.0107,2.0294,0.12033,-90.665,172.75,-81.965,-2.3001,-0.034574,-1.4653,1,1
3.74,1,3.74,3,-0.23111,-0.63556,-2.6,8.005,2.0138,0.056333,-90.703,172.75,-81.989,-1.574,-0.023983,-1.002,1,1
3.76,1,3.76,3,-0.12444,-0.34222,-1.4,8.0015,2.004,0.016333,-90.728,172.75,-82.005,-0.84759,-0.013024,-0.53939,1,1
3.78,1,3.78,3,-0.017778,-0.048889,-0.2,8,2.0001,0.00033333,-90.737,172.75,-82.011,-0.12109,-0.0018669,-0.077045,1,1
3.8,2,0.016667,1,0.66667,0,0,8.0056,2,0,-90.734,172.75,-82.011,0.37203,-0.33476,-0.037277,1,1
3.82,2,0.036667,1,1.4667,0,0,8.0269,2,0,-90.722,172.73,-82.012,0.81715,-0.73659,-0.080562,1,1
3.84,2,0.056667,1,2.2667,0,0,8.0642,2,0,-90.702,172.72,-82.014,1.2593,-1.1387,-0.12062,1,1
3.86,2,0.076667,1,3.0667,0,0,8.1176,2,0,-90.672,172.69,-82.017,1.697,-1.5413,-0.15574,1,1
3.88,2,0.096667,1,3.8667,0,0,8.1869,2,0,-90.634,172.65,-82.021,2.1287,-1.9444,-0.18431,1,1
3.9,2,0.11667,1,4.6667,0,0,8.2722,2,0,-90.587,172.61,-82.025,2.553,-2.3482,-0.20482,1,1
